,clean_text,airline_sentiment
13079,americanair app nonsense flight cancelled flightation yesterday able use app kiosk today hour long line,0
13080,americanair thank u reach response yet lost found goes straight vm,0
13081,americanair bag yet located th time checked tracking bag hard system,0
13082,americanair fyi call stilling getting dropped hour continuous dialing attempted cancelled flight online able help,0
13083,americanair maxfitgirl next time fly southwest,0
13084,americanair still hold way suck,0
13085,americanair kudos crew flt today specially carlton loved new keep good work aa,2
13086,americanair flights leaving dallas right maui trying figure delayed flight going,0
13087,americanair ask new colleagues usairways handled us feb expect made whole check complaint inbox,0
13088,americanair get outta,0
13089,americanair tried calling got high call volume moment message said goodbye hung,0
13090,americanair really appreciate great customer service one service agents hung asking legitimate questions,0
13091,americanair already know everyone sharing nasty food even close decent,0
13092,americanair thank much appreciated plane min gate,2
13093,americanair guys get rid functionality http co r oqaveo put reservation hold hours see,0
13094,americanair hold since one get airport cancelled flight flight make us pay huge fee change flight,0
13095,americanair nicest people world work admiral clubs gladys san juan es mi amiga,2
13096,americanair due road conditions,1
13097,americanair going change tomorrow concerned fllight make able leave airport,1
13098,americanair love much planes please follow back amazing bussines,2
13099,americanair genuine give opinion occurred last night fly phl mia assistance airport,0
13100,americanair get flight change air delays causing missed connection seat late flightr,0
13101,americanair think weeks waiting enough time contact lose customers,0
13102,americanair way suck customer service dallas trapped ice storm cancelled flight flight amp hold day,0
13103,americanair umm unexpected unexpected meaning guys know major staff shortage,0
13104,americanair also way speak someone phone hanging day,0
13105,americanair sfo natt agent helped really awesome job,2
13106,americanair paid seat upgrade b severe weather got booked another flight get upgrade calling inquire help,0
13107,americanair thanks,2
13108,americanair well done xx,2
13109,americanair thanks issues checking flight please check dm convo info,2
13110,americanair care keeping customers safe least care sister,0
13111,americanair maybe stop tweeting start calling make available people wait hold instead hanging us,0
13112,americanair point say counter clearly see site aa agent loss words,0
13113,americanair callers east coast able speak actual human reservation support agents busy call late flightr,0
13114,americanair father loved working well panam,2
13115,americanair ewr dfw stopping bna refuel bad weather trying get plane closer dfw cancelled flight us,0
13116,americanair something wrong website matter flight select says longer available,0
13117,americanair sending gate agent talk us joke airline thanks ruining vacation neverflyaaagain,0
13118,americanair cxl flight rebooked pax problems thank everyone aa helping us,2
13119,americanair sitting plane hour unacceptable complete disregard customer service,0
13120,americanair wrote evoucher number got rid voucher purchased air fair,1
13121,americanair fluctuated aa took hrs call back ended paying extra us statement true,0
13122,americanair mattthomasnews american airlines start flying siberia wait usa oy,1
13123,americanair followback,1
13124,americanair hahaha meanwhile russia,1
13125,americanair thanks keeping us safe,2
13126,americanair one aa woase event helsinkiairport lots info available winterops,0
13127,americanair record locator,1
13128,americanair keep returning call hanging answer help reflight booking problems flight,0
13129,americanair calling hrs getting told call back automated system extremely frustrating,0
13130,americanair sad even spending much tickets wanted wife still go sister help,0
13131,americanair usairways help finding baggage reply asap direct details,0
13132,americanair prebook flight wife th bday recently surgery travel let another go place,1
